*k1	k2	time	date	store
7.000000	7.000000	382.000977	2001-01-16 19:00:00 -0500	0.315288
7.000000	7.000000	383.001038	2001-01-17 19:00:00 -0500	0.136539
7.000000	7.000000	384.001099	2001-01-18 19:00:00 -0500	0.057158
7.000000	7.000000	385.001160	2001-01-19 19:00:00 -0500	0.023200
7.000000	9.000000	366.000000	2000-12-31 19:00:00 -0500	100.000000
7.000000	9.000000	367.000061	2001-01-01 19:00:00 -0500	99.999924
7.000000	9.000000	368.000122	2001-01-02 19:00:00 -0500	99.969185
7.000000	9.000000	369.000183	2001-01-03 19:00:00 -0500	99.505180
7.000000	9.000000	370.000244	2001-01-04 19:00:00 -0500	97.215935
7.000000	9.000000	371.000305	2001-01-05 19:00:00 -0500	90.994240
7.000000	9.000000	372.000366	2001-01-06 19:00:00 -0500	79.544014
7.000000	9.000000	373.000427	2001-01-07 19:00:00 -0500	63.763981
7.000000	9.000000	374.000488	2001-01-08 19:00:00 -0500	46.478737
7.000000	9.000000	375.000549	2001-01-09 19:00:00 -0500	30.793821
7.000000	9.000000	376.000610	2001-01-10 19:00:00 -0500	18.627560
7.000000	9.000000	377.000671	2001-01-11 19:00:00 -0500	10.358831
7.000000	9.000000	378.000732	2001-01-12 19:00:00 -0500	5.336210
7.000000	9.000000	379.000793	2001-01-13 19:00:00 -0500	2.565513
7.000000	9.000000	380.000854	2001-01-14 19:00:00 -0500	1.159192
7.000000	9.000000	381.000916	2001-01-15 19:00:00 -0500	0.495336
7.000000	9.000000	382.000977	2001-01-16 19:00:00 -0500	0.201292
7.000000	9.000000	383.001038	2001-01-17 19:00:00 -0500	0.078174
7.000000	9.000000	384.001099	2001-01-18 19:00:00 -0500	0.029139
7.000000	9.000000	385.001160	2001-01-19 19:00:00 -0500	0.010464
9.000000	1.000000	366.000000	2000-12-31 19:00:00 -0500	100.000000
9.000000	1.000000	367.000061	2001-01-01 19:00:00 -0500	90.438210
9.000000	1.000000	368.000122	2001-01-02 19:00:00 -0500	81.788399
9.000000	1.000000	369.000183	2001-01-03 19:00:00 -0500	73.893913
9.000000	1.000000	370.000244	2001-01-04 19:00:00 -0500	66.323105
9.000000	1.000000	371.000305	2001-01-05 19:00:00 -0500	58.400276
9.000000	1.000000	372.000366	2001-01-06 19:00:00 -0500	49.699806
9.000000	1.000000	373.000427	2001-01-07 19:00:00 -0500	40.414749
9.000000	1.000000	374.000488	2001-01-08 19:00:00 -0500	31.227993
9.000000	1.000000	375.000549	2001-01-09 19:00:00 -0500	22.909952
9.000000	1.000000	376.000610	2001-01-10 19:00:00 -0500	15.992315
9.000000	1.000000	377.000671	2001-01-11 19:00:00 -0500	10.659943
9.000000	1.000000	378.000732	2001-01-12 19:00:00 -0500	6.812612
9.000000	1.000000	379.000793	2001-01-13 19:00:00 -0500	4.191180
9.000000	1.000000	380.000854	2001-01-14 19:00:00 -0500	2.491479
9.000000	1.000000	381.000916	2001-01-15 19:00:00 -0500	1.436008
9.000000	1.000000	382.000977	2001-01-16 19:00:00 -0500	0.804920
9.000000	1.000000	383.001038	2001-01-17 19:00:00 -0500	0.439957
9.000000	1.000000	384.001099	2001-01-18 19:00:00 -0500	0.235046
9.000000	1.000000	385.001160	2001-01-19 19:00:00 -0500	0.122994
9.000000	3.000000	366.000000	2000-12-31 19:00:00 -0500	100.000000
9.000000	3.000000	367.000061	2001-01-01 19:00:00 -0500	99.723518
9.000000	3.000000	368.000122	2001-01-02 19:00:00 -0500	97.896606
9.000000	3.000000	369.000183	2001-01-03 19:00:00 -0500	93.900185
9.000000	3.000000	370.000244	2001-01-04 19:00:00 -0500	87.475548
9.000000	3.000000	371.000305	2001-01-05 19:00:00 -0500	78.282257
9.000000	3.000000	372.000366	2001-01-06 19:00:00 -0500	66.416283
9.000000	3.000000	373.000427	2001-01-07 19:00:00 -0500	52.908356
9.000000	3.000000	374.000488	2001-01-08 19:00:00 -0500	39.420959
9.000000	3.000000	375.000549	2001-01-09 19:00:00 -0500	27.495996
9.000000	3.000000	376.000610	2001-01-10 19:00:00 -0500	18.020639
9.000000	3.000000	377.000671	2001-01-11 19:00:00 -0500	11.153275
9.000000	3.000000	378.000732	2001-01-12 19:00:00 -0500	6.553531
9.000000	3.000000	379.000793	2001-01-13 19:00:00 -0500	3.674649
9.000000	3.000000	380.000854	2001-01-14 19:00:00 -0500	1.975474
9.000000	3.000000	381.000916	2001-01-15 19:00:00 -0500	1.022533
9.000000	3.000000	382.000977	2001-01-16 19:00:00 -0500	0.511516
9.000000	3.000000	383.001038	2001-01-17 19:00:00 -0500	0.248111
9.000000	3.000000	384.001099	2001-01-18 19:00:00 -0500	0.117029
9.000000	3.000000	385.001160	2001-01-19 19:00:00 -0500	0.053815
9.000000	5.000000	366.000000	2000-12-31 19:00:00 -0500	100.000000
9.000000	5.000000	367.000061	2001-01-01 19:00:00 -0500	99.993607
9.000000	5.000000	368.000122	2001-01-02 19:00:00 -0500	99.740021
9.000000	5.000000	369.000183	2001-01-03 19:00:00 -0500	98.341141
9.000000	5.000000	370.000244	2001-01-04 19:00:00 -0500	94.411835
9.000000	5.000000	371.000305	2001-01-05 19:00:00 -0500	86.582916
9.000000	5.000000	372.000366	2001-01-06 19:00:00 -0500	74.459656
9.000000	5.000000	373.000427	2001-01-07 19:00:00 -0500	59.299652
9.000000	5.000000	374.000488	2001-01-08 19:00:00 -0500	43.518818
9.000000	5.000000	375.000549	2001-01-09 19:00:00 -0500	29.460129
9.000000	5.000000	376.000610	2001-01-10 19:00:00 -0500	18.479422
9.000000	5.000000	377.000671	2001-01-11 19:00:00 -0500	10.806613
9.000000	5.000000	378.000732	2001-01-12 19:00:00 -0500	5.930116
9.000000	5.000000	379.000793	2001-01-13 19:00:00 -0500	3.072823
9.000000	5.000000	380.000854	2001-01-14 19:00:00 -0500	1.512251
9.000000	5.000000	381.000916	2001-01-15 19:00:00 -0500	0.710517
9.000000	5.000000	382.000977	2001-01-16 19:00:00 -0500	0.320173
9.000000	5.000000	383.001038	2001-01-17 19:00:00 -0500	0.138935
9.000000	5.000000	384.001099	2001-01-18 19:00:00 -0500	0.058263
9.000000	5.000000	385.001160	2001-01-19 19:00:00 -0500	0.023686
9.000000	7.000000	366.000000	2000-12-31 19:00:00 -0500	100.000000
9.000000	7.000000	367.000061	2001-01-01 19:00:00 -0500	99.999931
9.000000	7.000000	368.000122	2001-01-02 19:00:00 -0500	99.969193
9.000000	7.000000	369.000183	2001-01-03 19:00:00 -0500	99.505157
9.000000	7.000000	370.000244	2001-01-04 19:00:00 -0500	97.215935
9.000000	7.000000	371.000305	2001-01-05 19:00:00 -0500	90.994225
9.000000	7.000000	372.000366	2001-01-06 19:00:00 -0500	79.543999
9.000000	7.000000	373.000427	2001-01-07 19:00:00 -0500	63.763969
9.000000	7.000000	374.000488	2001-01-08 19:00:00 -0500	46.478741
9.000000	7.000000	375.000549	2001-01-09 19:00:00 -0500	30.793823
9.000000	7.000000	376.000610	2001-01-10 19:00:00 -0500	18.627558
9.000000	7.000000	377.000671	2001-01-11 19:00:00 -0500	10.358830
9.000000	7.000000	378.000732	2001-01-12 19:00:00 -0500	5.336211
9.000000	7.000000	379.000793	2001-01-13 19:00:00 -0500	2.565513
9.000000	7.000000	380.000854	2001-01-14 19:00:00 -0500	1.159192
9.000000	7.000000	381.000916	2001-01-15 19:00:00 -0500	0.495336
9.000000	7.000000	382.000977	2001-01-16 19:00:00 -0500	0.201292
9.000000	7.000000	383.001038	2001-01-17 19:00:00 -0500	0.078174
9.000000	7.000000	384.001099	2001-01-18 19:00:00 -0500	0.029139
9.000000	7.000000	385.001160	2001-01-19 19:00:00 -0500	0.010464
9.000000	9.000000	366.000000	2000-12-31 19:00:00 -0500	100.000000
9.000000	9.000000	367.000061	2001-01-01 19:00:00 -0500	99.999962
9.000000	9.000000	368.000122	2001-01-02 19:00:00 -0500	99.994827
9.000000	9.000000	369.000183	2001-01-03 19:00:00 -0500	99.808495
9.000000	9.000000	370.000244	2001-01-04 19:00:00 -0500	98.391586
9.000000	9.000000	371.000305	2001-01-05 19:00:00 -0500	93.484886
9.000000	9.000000	372.000366	2001-01-06 19:00:00 -0500	83.018028
9.000000	9.000000	373.000427	2001-01-07 19:00:00 -0500	67.188950
9.000000	9.000000	374.000488	2001-01-08 19:00:00 -0500	48.875042
9.000000	9.000000	375.000549	2001-01-09 19:00:00 -0500	31.847797
9.000000	9.000000	376.000610	2001-01-10 19:00:00 -0500	18.657362
9.000000	9.000000	377.000671	2001-01-11 19:00:00 -0500	9.898197
9.000000	9.000000	378.000732	2001-01-12 19:00:00 -0500	4.796822
9.000000	9.000000	379.000793	2001-01-13 19:00:00 -0500	2.142133
9.000000	9.000000	380.000854	2001-01-14 19:00:00 -0500	0.888824
9.000000	9.000000	381.000916	2001-01-15 19:00:00 -0500	0.345231
9.000000	9.000000	382.000977	2001-01-16 19:00:00 -0500	0.126363
9.000000	9.000000	383.001038	2001-01-17 19:00:00 -0500	0.043843
9.000000	9.000000	384.001099	2001-01-18 19:00:00 -0500	0.014493
9.000000	9.000000	385.001160	2001-01-19 19:00:00 -0500	0.004586
